GamePk,PitcherId,BatterId,PitchType,PitchCall,is_swing,is_whiff,is_bip,is_hit,ReleaseSpeed,ReleaseExtension
2,9,21,SL,foul,1,0,0,0,85.57476032,6.469531536
2,9,21,SL,foul,1,0,0,0,87.44753727,6.41535759
2,9,21,SL,strikeout,0,0,0,0,84.92300453,6.49172163
2,9,13,SL,called_strike,0,0,0,0,84.02586433,6.475828648
2,9,13,FF,ball,0,0,0,0,96.1480379,6.50997448
2,9,13,FF,foul,1,0,0,0,94.66933019,6.490139961
2,9,13,SL,strikeout,0,0,0,0,87.71127753,6.431294918
2,9,4,FF,ball,0,0,0,0,96.52810322,6.4014678
2,9,4,FF,ball,0,0,0,0,97.15089117,6.557087421
2,9,4,SL,foul,1,0,0,0,86.63593726,6.515165806
2,9,4,FF,single,1,0,1,1,94.54859689,6.497968674
2,9,26,SL,called_strike,0,0,0,0,87.34432391,6.322651386
2,9,26,SL,blocked_ball,0,0,0,0,88.42383643,6.518264771
2,9,26,SL,swinging_strike,1,1,0,0,88.99036104,6.426042557
2,9,26,FF,strikeout,0,0,0,0,97.79121721,6.372417927
